#,Name (Original),Name,Team,PF,Conference,Division,Abbreviation,Name (Team),Year,Position,Team G Played,Qualified,G,GS,W,L,SV,CG,IP,AB,H,H/9,R,ER,BB,BB/9,K,K/9,K/BB,ERA,WHIP,FIP,E-F,ERA+,ERA-,WP,HBP,BK,SF,SH,1B,2B,3B,HR,TB,AVG,OBP,SLG,OPS
2,"Ashr
                                                                        Harris",Ashr Harris,Burlington Bees,1.081,Western,Northwest,BRL,Ashr Harris (BRL),So,IF,56,No,1,1,0,0,0,0,5,23,7,12.6,5,4,3,5.4,1,1.8,0.33,7.2,2,8.45,-1.25,86,115,0,0,0,0,0,5,1,0,1,11,0.304,0.385,0.478,0.863
99,"Caleb
                                                                        Guisewite",Caleb Guisewite,Full Count Rhythm,1.031,Eastern,Central,FCR,Caleb Guisewite (FCR),Jr,RHP,55,No,5,0,0,0,0,0,5,22,7,12.6,6,6,3,5.4,9,16.2,3,10.8,2,5.85,4.95,55,182,2,1,0,0,0,6,0,0,1,10,0.318,0.423,0.455,0.878
99,"Manny
                                                                        Nager",Manny Nager,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,Manny Nager (JNT),Jr,RHP,56,No,1,1,1,0,0,0,5,18,5,9,2,2,2,3.6,4,7.2,2,3.6,1.4,7.85,-4.25,139,71,0,2,1,0,0,4,0,0,1,8,0.278,0.409,0.444,0.854
99,"Andrue
                                                                        Henry",Andrue Henry,Clinton LumberKings,0.987,Western,Northwest,CLN,Andrue Henry (CLN),So,IF,54,No,2,1,0,0,0,0,5,19,5,9,4,4,4,7.2,8,14.4,2,7.2,1.8,8.85,-1.65,79,127,0,0,0,1,0,3,0,0,2,11,0.263,0.375,0.579,0.954
99,"Peyton
                                                                        Niksch",Peyton Niksch,Normal CornBelters,0.884,Eastern,Central,NOR,Peyton Niksch (NOR),Fr,RHP,54,No,1,1,0,1,0,0,5,20,5,9,1,1,0,0,6,10.8,0,1.8,1,2.05,-0.25,282,35,0,0,0,0,0,5,0,0,0,5,0.25,0.25,0.25,0.5
37,"Dylan
                                                                        Warda",Dylan Warda,Normal CornBelters,0.884,Eastern,Central,NOR,Dylan Warda (NOR),Fr,LHP,54,No,6,0,0,0,0,0,5,21,6,10.8,6,6,9,16.2,7,12.6,0.78,10.8,3,10.25,0.55,47,210,5,1,0,0,0,4,1,0,1,10,0.286,0.516,0.476,0.992
99,"Kaleb
                                                                        Gengler",Kaleb Gengler,REX Baseball,1.071,Eastern,Central,TER,Kaleb Gengler (TER),So,LHP,55,No,3,1,0,1,0,0,5,20,8,14.4,6,6,3,5.4,8,14.4,2.67,10.8,2.2,8.85,1.95,57,174,0,1,0,1,0,4,1,1,2,17,0.4,0.48,0.85,1.33
25,"Connor
                                                                        Schwindeler",Connor Schwindeler,Springfield Lucky Horseshoes,0.926,Western,Northwest,SPR,Connor Schwindeler (SPR),So,RHP,55,No,3,0,0,0,0,0,5,17,4,7.2,1,0,4,7.2,4,7.2,1,0,1.6,5.25,-5.25,1500,0,1,0,0,1,0,3,1,0,0,5,0.235,0.364,0.294,0.658
99,"Klayton
                                                                        Wright",Klayton Wright,Thrillville Thrillbillies,0.966,Western,South,THR,Klayton Wright (THR),So,RHP,54,No,1,0,1,0,0,0,5,17,2,3.6,1,1,2,3.6,3,5.4,1.5,1.8,0.8,4.45,-2.65,309,32,0,0,0,0,0,1,1,0,0,3,0.118,0.211,0.176,0.387
0,"Will
                                                                        Richardson",Will Richardson,Cape Catfish,1.049,Western,South,CGR,Will Richardson (CGR),Fr,LHP,55,No,6,0,0,0,0,0,4.67,18,5,9.64,10,8,11,21.2,7,13.5,0.64,15.43,3.43,10.45,4.98,39,255,0,3,0,0,0,4,1,0,0,6,0.278,0.594,0.333,0.927
99,"Caio
                                                                        De Araujo",Caio De Araujo,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,Caio De Araujo (JNT),Jr,RHP,56,No,4,0,0,0,0,0,4.67,23,9,17.34,7,6,5,9.64,8,15.43,1.6,11.57,3,4.88,6.69,43,227,2,1,0,0,0,6,3,0,0,12,0.391,0.517,0.522,1.039
99,"Anthony
                                                                        Edge",Anthony Edge,Normal CornBelters,0.884,Eastern,Central,NOR,Anthony Edge (NOR),Fr,RHP,54,No,3,0,1,0,0,0,4.67,17,3,5.78,0,0,1,1.93,8,15.43,8,0,0.86,2.31,-2.31,1500,0,1,1,0,0,0,1,2,0,0,5,0.176,0.263,0.294,0.557
99,"Nick
                                                                        Rainey",Nick Rainey,Normal CornBelters,0.884,Eastern,Central,NOR,Nick Rainey (NOR),So,RHP,54,No,6,0,0,1,0,0,4.67,22,7,13.49,7,5,5,9.64,5,9.64,1,9.64,2.57,5.52,4.12,53,187,1,0,0,0,0,4,3,0,0,10,0.318,0.444,0.455,0.899
12,"Ryan
                                                                        Niedzwiedz",Ryan Niedzwiedz,Illinois Valley Pistol Shrimp,1.089,Western,Northwest,IVY,Ryan Niedzwiedz (IVY),Fr,IF,56,No,3,0,0,0,0,0,4.67,21,6,11.56,2,2,2,3.85,7,13.5,3.5,3.86,1.71,3.38,0.48,162,61,0,1,0,0,0,6,0,0,0,6,0.286,0.375,0.286,0.661
91,"Story
                                                                        Kimura",Story Kimura,Jackson Rockabillys,0.871,Western,South,JAX,Story Kimura (JAX),Sr,RHP,55,No,7,0,1,1,0,0,4.67,17,5,9.64,12,10,11,21.2,5,9.64,0.45,19.29,3.43,11.95,7.34,26,378,4,4,0,1,0,4,0,1,0,7,0.294,0.606,0.412,1.018
31,"Andy
                                                                        Niebrugge",Andy Niebrugge,O'Fallon Hoots,1.04,Western,South,OFL,Andy Niebrugge (OFL),Jr,IF,56,No,4,0,0,0,0,0,4.67,15,2,3.85,0,0,2,3.85,2,3.86,1,0,0.86,6.16,-6.16,1500,0,1,2,0,0,0,1,1,0,0,3,0.133,0.316,0.2,0.516
20,"Johnny
                                                                        Riva",Johnny Riva,Illinois Valley Pistol Shrimp,1.089,Western,Northwest,IVY,Johnny Riva (IVY),So,LHP,56,No,6,1,0,2,0,0,4.33,15,5,10.39,17,16,14,29.1,4,8.31,0.29,33.23,4.38,16.46,16.77,19,526,2,6,0,1,0,3,1,1,0,8,0.333,0.694,0.533,1.228
15,"Brendan
                                                                        Ealy",Brendan Ealy,O'Fallon Hoots,1.04,Western,South,OFL,Brendan Ealy (OFL),Fr,P,56,No,3,0,1,0,0,0,4.33,17,5,10.39,2,1,6,12.47,5,10.38,0.83,2.08,2.54,7.68,-5.6,288,35,2,2,0,0,0,4,1,0,0,6,0.294,0.52,0.353,0.873
75,"Heath
                                                                        Mann",Heath Mann,Chillicothe Paints,1.386,Eastern,Northeast,CHI,Heath Mann (CHI),So,RHP,56,No,3,0,0,0,1,0,4,18,4,9,7,4,2,4.5,6,13.5,3,9,1.5,3.7,5.3,89,96,2,1,0,0,0,4,0,0,0,4,0.222,0.333,0.222,0.556
13,"Noah
                                                                        Gadberry",Noah Gadberry,Cape Catfish,1.049,Western,South,CGR,Noah Gadberry (CGR),Fr,LHP,55,No,3,0,0,0,0,0,4,14,2,4.5,0,0,3,6.75,3,6.75,1,0,1.25,5.2,-5.2,1500,0,1,0,0,0,0,2,0,0,0,2,0.143,0.294,0.143,0.437
28,"Carter
                                                                        Wambach",Carter Wambach,Danville Dans,0.869,Eastern,Central,DAN,Carter Wambach (DAN),So,IF,56,No,3,0,0,1,0,0,4,20,10,22.5,10,6,3,6.75,1,2.25,0.33,13.5,3.25,6.2,7.3,37,265,0,0,0,1,0,6,2,2,0,16,0.5,0.542,0.8,1.342
9,"Rayth
                                                                        Petersen",Rayth Petersen,Clinton LumberKings,0.987,Western,Northwest,CLN,Rayth Petersen (CLN),Sr,IF,54,No,4,0,0,0,2,0,4,13,2,4.5,2,0,3,6.75,0,0,0,0,1.25,7.45,-7.45,1500,0,0,1,0,0,1,2,0,0,0,2,0.154,0.353,0.154,0.507
39,"Jonah
                                                                        Richardson",Jonah Richardson,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,Jonah Richardson (JNT),Fr,RHP,56,No,3,0,0,0,0,0,4,12,0,0,0,0,1,2.25,3,6.75,3,0,0.25,5.2,-5.2,1500,0,0,2,0,0,0,0,0,0,0,0,0,0.2,0,0.2
2,"Caden
                                                                        Wilburn",Caden Wilburn,Lafayette Aviators,1.069,Eastern,Northeast,LAF,Caden Wilburn (LAF),So,LHP,56,No,3,0,0,0,0,0,4,18,6,13.5,8,8,1,2.25,8,18,8,18,1.75,9.95,8.05,34,291,2,3,0,0,0,3,1,0,2,13,0.333,0.455,0.722,1.177
99,"Matthew
                                                                        Bohnert",Matthew Bohnert,REX Baseball,1.071,Eastern,Central,TER,Matthew Bohnert (TER),Sr,LHP,55,No,2,1,0,0,1,0,4,13,1,2.25,2,1,6,13.5,5,11.25,0.83,2.25,1.75,6.45,-4.2,274,36,0,0,0,0,0,0,0,1,0,3,0.077,0.368,0.231,0.599
99,"Conner
                                                                        Fries",Conner Fries,REX Baseball,1.071,Eastern,Central,TER,Conner Fries (TER),Sr,RHP,55,No,1,1,0,1,0,0,4,19,8,18,5,4,1,2.25,4,9,4,9,2.25,3.95,5.05,68,145,1,1,0,0,0,5,3,0,0,11,0.421,0.476,0.579,1.055
19,"Will
                                                                        Bowen",Will Bowen,Jackson Rockabillys,0.871,Western,South,JAX,Will Bowen (JAX),So,OF,55,No,3,0,0,0,0,0,4,13,3,6.75,1,1,2,4.5,4,9,2,2.25,1.25,3.95,-1.7,223,44,0,0,0,1,1,3,0,0,0,3,0.231,0.313,0.231,0.543
23,"Austin
                                                                        Crawford",Austin Crawford,Jackson Rockabillys,0.871,Western,South,JAX,Austin Crawford (JAX),Jr,RHP,55,No,4,0,0,1,0,0,4,16,4,9,8,8,9,20.25,5,11.25,0.56,18,3.25,11.7,6.3,28,353,4,4,0,0,0,3,1,0,0,5,0.25,0.586,0.313,0.899
38,"Skylar
                                                                        Morrson",Skylar Morrson,Jackson Rockabillys,0.871,Western,South,JAX,Skylar Morrson (JAX),Jr,RHP,55,No,1,1,0,0,0,0,4,18,6,13.5,4,4,4,9,3,6.75,0.75,9,2.5,6.7,2.3,56,177,0,1,0,0,0,6,0,0,0,6,0.333,0.478,0.333,0.812
99,"Patrick
                                                                        Green",Patrick Green,Jackson Rockabillys,0.871,Western,South,JAX,Patrick Green (JAX),Jr,LHP,55,No,2,0,2,0,0,0,4,12,2,4.5,1,1,2,4.5,3,6.75,1.5,2.25,1,5.2,-2.95,223,44,0,1,0,0,0,1,1,0,0,3,0.167,0.333,0.25,0.583
11,"Mike
                                                                        Murphy",Mike Murphy,Springfield Lucky Horseshoes,0.926,Western,Northwest,SPR,Mike Murphy (SPR),Fr,OF,55,No,1,1,0,1,0,0,4,13,3,6.75,3,3,5,11.25,4,9,0.8,6.75,2,6.2,0.55,79,126,1,0,0,1,0,3,0,0,0,3,0.231,0.421,0.231,0.652
16,"Noah
                                                                        Frailey",Noah Frailey,Thrillville Thrillbillies,0.966,Western,South,THR,Noah Frailey (THR),So,RHP,54,No,3,0,0,0,0,0,4,14,2,4.5,2,2,4,9,4,9,1,4.5,1.5,6.2,-1.7,124,81,1,1,0,0,0,2,0,0,0,2,0.143,0.368,0.143,0.511
99,"Jack
                                                                        Harre",Jack Harre,Thrillville Thrillbillies,0.966,Western,South,THR,Jack Harre (THR),Fr,RHP,54,No,1,1,0,0,0,0,4,15,4,9,0,0,0,0,2,4.5,0,0,1,3.45,-3.45,1500,0,0,0,0,0,0,3,1,0,0,5,0.267,0.267,0.333,0.6
31,"Trey
                                                                        Harney",Trey Harney,Dubois County Bombers,0.908,Eastern,Central,DUB,Trey Harney (DUB),Fr,RHP,54,No,6,0,0,1,0,0,3.67,17,7,17.17,16,15,11,26.98,3,7.36,0.27,36.82,4.91,18.62,18.2,14,699,8,4,0,2,0,6,0,0,1,10,0.412,0.647,0.588,1.235
99,"Carson
                                                                        Knebel",Carson Knebel,Clinton LumberKings,0.987,Western,Northwest,CLN,Carson Knebel (CLN),So,RHP,54,No,6,0,0,0,0,0,3.67,11,2,4.9,2,2,11,26.98,4,9.82,0.36,4.91,3.55,12.08,-7.17,116,86,2,1,0,0,0,2,0,0,0,2,0.182,0.609,0.182,0.791
35,"Jackson
                                                                        McDonald",Jackson McDonald,Normal CornBelters,0.884,Eastern,Central,NOR,Jackson McDonald (NOR),So,RHP,54,No,3,0,0,0,0,0,3.67,23,11,26.98,10,10,5,12.26,8,19.64,1.6,24.55,4.36,7.72,16.83,21,476,0,0,0,0,0,7,3,0,1,17,0.478,0.571,0.739,1.311
24,"Dylan
                                                                        Nagle",Dylan Nagle,Normal CornBelters,0.884,Eastern,Central,NOR,Dylan Nagle (NOR),Fr,RHP,54,No,1,1,0,0,0,0,3.67,14,4,9.81,2,1,3,7.36,5,12.27,1.67,2.45,1.91,5,-2.55,208,48,2,1,0,0,0,4,0,0,0,4,0.286,0.444,0.286,0.73
6,"Garrett
                                                                        Meyer",Garrett Meyer,Springfield Lucky Horseshoes,0.926,Western,Northwest,SPR,Garrett Meyer (SPR),So,IF,55,No,2,0,1,0,0,0,3.67,9,1,2.45,0,0,3,7.36,2,4.91,0.67,0,1.09,5.81,-5.81,1500,0,1,0,0,1,0,1,0,0,0,1,0.111,0.308,0.111,0.419
19,"Skylar
                                                                        Graham",Skylar Graham,Springfield Lucky Horseshoes,0.926,Western,Northwest,SPR,Skylar Graham (SPR),Fr,IF,55,No,4,0,0,0,0,0,3.67,16,6,14.71,6,6,5,12.26,5,12.27,1,14.73,3,5.81,8.92,36,275,0,0,0,0,0,5,1,0,0,7,0.375,0.524,0.438,0.961
35,"Colin
                                                                        Club",Colin Club,Alton River Dragons,1.06,Western,South,ALT,Colin Club (ALT),Fr,RHP,53,No,3,0,0,0,0,0,3.33,13,3,8.11,6,4,5,13.51,2,5.4,0.4,10.8,2.4,8.65,2.15,56,176,4,1,0,0,0,3,0,0,0,3,0.231,0.474,0.231,0.704
38,"Kolten
                                                                        Poorman",Kolten Poorman,Champion City Kings,0.956,Eastern,Northeast,CCY,Kolten Poorman (CCY),Sr,IF,56,No,2,0,0,0,0,0,3.33,13,2,5.41,1,0,2,5.41,5,13.5,2.5,0,1.2,4.15,-4.15,1500,0,0,1,0,0,0,2,0,0,0,2,0.154,0.313,0.154,0.466
28,"Christian
                                                                        Forniss",Christian Forniss,Burlington Bees,1.081,Western,Northwest,BRL,Christian Forniss (BRL),Fr,LHP,56,No,2,0,0,0,0,0,3.33,19,9,24.32,7,2,3,8.11,2,5.4,0.67,5.4,3.6,5.95,-0.55,115,86,1,0,0,1,0,5,3,1,0,14,0.474,0.522,0.737,1.259
93,"Joshua
                                                                        Rouw",Joshua Rouw,Chillicothe Paints,1.386,Eastern,Northeast,CHI,Joshua Rouw (CHI),So,RHP,56,No,3,0,0,1,0,0,3.33,16,6,16.22,8,8,5,13.51,2,5.4,0.4,21.6,3.3,13.46,8.14,37,231,0,2,0,0,0,4,1,0,1,10,0.375,0.565,0.625,1.19
91,"Nathan
                                                                        Chapman",Nathan Chapman,Burlington Bees,1.081,Western,Northwest,BRL,Nathan Chapman (BRL),Fr,RHP,56,No,2,2,0,0,0,0,3.33,12,2,5.41,4,4,3,8.11,3,8.1,1,10.8,1.5,6.25,4.55,58,173,1,1,0,0,0,2,0,0,0,2,0.167,0.375,0.167,0.542
99,"Elijah
                                                                        Wiles",Elijah Wiles,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,Elijah Wiles (JNT),Jr,RHP,56,No,2,2,0,1,0,0,3.33,16,9,24.32,7,7,5,13.51,0,0,0,18.9,4.2,9.86,9.04,27,371,1,1,0,0,0,7,2,0,0,11,0.563,0.682,0.688,1.369
1,"Merik
                                                                        Carter",Merik Carter,Jackson Rockabillys,0.871,Western,South,JAX,Merik Carter (JAX),So,IF,55,No,3,0,0,1,0,0,3.33,11,3,8.11,3,3,1,2.7,1,2.7,1,8.1,1.2,7.45,0.65,62,159,1,3,0,1,0,1,2,0,0,5,0.273,0.438,0.455,0.892
2,"Joe
                                                                        Romines",Joe Romines,Jackson Rockabillys,0.871,Western,South,JAX,Joe Romines (JAX),Fr,RHP,55,No,3,0,0,0,0,0,3.33,12,3,8.11,2,2,1,2.7,6,16.2,6,5.4,1.2,5.65,-0.25,93,106,0,0,0,0,0,0,1,1,1,9,0.25,0.308,0.75,1.058
28,"Joshua
                                                                        Stratton",Joshua Stratton,O'Fallon Hoots,1.04,Western,South,OFL,Joshua Stratton (OFL),So,RHP,56,No,3,0,0,0,0,0,3.33,14,3,8.11,5,5,7,18.92,4,10.8,0.57,13.5,3,9.26,4.24,44,225,1,1,0,0,0,1,1,1,0,6,0.214,0.5,0.429,0.929
99,"Jon
                                                                        Montagne",Jon Montagne,Thrillville Thrillbillies,0.966,Western,South,THR,Jon Montagne (THR),So,LHP,54,No,3,0,0,0,0,0,3.33,11,2,5.41,2,2,3,8.11,3,8.1,1,5.4,1.5,7.15,-1.75,103,97,2,2,0,0,0,2,0,0,0,2,0.182,0.438,0.182,0.619
44,"Josh
                                                                        Heitert",Josh Heitert,Champion City Kings,0.956,Eastern,Northeast,CCY,Josh Heitert (CCY),Fr,LHP,56,No,4,0,0,0,0,0,3,18,10,30,5,5,3,9,3,9,1,15,4.33,9.78,5.22,37,272,1,0,0,0,0,9,0,0,1,13,0.556,0.619,0.722,1.341
89,"Broc
                                                                        Brown",Broc Brown,Alton River Dragons,1.06,Western,South,ALT,Broc Brown (ALT),Fr,RHP,53,No,1,1,0,1,0,0,3,11,3,9,4,4,5,15,1,3,0.2,12,2.67,9.78,2.22,51,196,0,1,0,1,0,2,1,0,0,4,0.273,0.5,0.364,0.864
12,"Nick
                                                                        Meyer",Nick Meyer,Burlington Bees,1.081,Western,Northwest,BRL,Nick Meyer (BRL),So,C,56,No,1,0,0,0,0,0,3,14,5,15,5,5,2,6,3,9,1.5,15,2.33,8.78,6.22,41,240,0,0,0,0,0,2,2,0,1,10,0.357,0.438,0.714,1.152
94,"Matt
                                                                        Graeber",Matt Graeber,Chillicothe Paints,1.386,Eastern,Northeast,CHI,Matt Graeber (CHI),Jr,RHP,56,No,3,0,0,0,0,0,3,12,4,12,4,4,8,24,4,12,0.5,12,4,15.12,-3.12,66,128,0,1,0,0,0,3,0,0,1,7,0.333,0.619,0.583,1.202
99,"Preston
                                                                        Kaufman",Preston Kaufman,Burlington Bees,1.081,Western,Northwest,BRL,Preston Kaufman (BRL),Jr,RHP,56,No,1,0,0,0,0,0,3,12,5,15,7,7,4,12,1,3,0.25,21,3,8.78,12.22,30,336,0,1,0,1,0,2,3,0,0,8,0.417,0.556,0.667,1.222
99,"Stryder
                                                                        Salas",Stryder Salas,Danville Dans,0.869,Eastern,Central,DAN,Stryder Salas (DAN),So,RHP,56,No,3,0,0,1,0,0,3,12,3,9,6,4,6,18,3,9,0.5,12,3,9.45,2.55,42,236,2,1,0,0,0,3,0,0,0,3,0.25,0.526,0.25,0.776
23,"Brevin
                                                                        Brisack",Brevin Brisack,Dubois County Bombers,0.908,Eastern,Central,DUB,Brevin Brisack (DUB),Sr,OF,54,No,2,0,0,0,0,0,3,11,3,9,0,0,1,3,2,6,2,0,1.33,4.12,-4.12,1500,0,0,0,0,0,0,3,0,0,0,3,0.273,0.333,0.273,0.606
23,"Chase
                                                                        Bilbro",Chase Bilbro,Full Count Rhythm,1.031,Eastern,Central,FCR,Chase Bilbro (FCR),So,RHP,55,No,4,0,0,0,0,0,3,9,1,3,0,0,4,12,2,6,0.5,0,1.67,7.12,-7.12,1500,0,1,0,0,0,0,1,0,0,0,1,0.111,0.385,0.111,0.496
99,"Jake
                                                                        Boynar",Jake Boynar,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,Jake Boynar (JNT),Fr,RHP,56,No,1,1,0,0,0,0,3,9,0,0,0,0,1,3,4,12,4,0,0.33,2.78,-2.78,1500,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1
99,"Jordan
                                                                        Morales",Jordan Morales,Lafayette Aviators,1.069,Eastern,Northeast,LAF,Jordan Morales (LAF),Sr,LHP,56,No,1,1,0,0,0,0,3,11,3,9,0,0,1,3,3,9,3,0,1.33,3.45,-3.45,1500,0,0,0,0,0,0,3,0,0,0,3,0.273,0.333,0.273,0.606
26,"Chris
                                                                        McCormack",Chris McCormack,Normal CornBelters,0.884,Eastern,Central,NOR,Chris McCormack (NOR),So,RHP,54,No,2,0,0,1,0,0,3,12,5,15,5,5,1,3,4,12,4,15,2,4.78,10.22,34,291,1,2,0,1,0,4,1,0,0,6,0.417,0.5,0.5,1
99,"Payton
                                                                        Plym",Payton Plym,Normal CornBelters,0.884,Eastern,Central,NOR,Payton Plym (NOR),Jr,RHP,54,No,1,1,0,0,0,0,3,11,3,9,4,3,2,6,0,0,0,9,1.67,6.45,2.55,56,175,0,0,0,1,1,0,3,0,0,6,0.273,0.357,0.545,0.903
3,"Mason
                                                                        Telford",Mason Telford,Normal CornBelters,0.884,Eastern,Central,NOR,Mason Telford (NOR),Jr,RHP,54,No,4,0,1,0,0,0,3,16,7,21,7,3,5,15,3,9,0.6,9,4,10.45,-1.45,56,175,1,3,0,1,0,5,2,0,0,9,0.438,0.6,0.563,1.163
3,"Josh
                                                                        Griffin",Josh Griffin,Thrillville Thrillbillies,0.966,Western,South,THR,Josh Griffin (THR),Jr,IF,54,No,2,0,0,1,0,0,3,14,6,18,5,4,3,9,2,6,0.67,12,3,7.12,4.88,46,216,0,1,0,0,0,4,1,1,0,9,0.429,0.556,0.643,1.198
18,"Cedric
                                                                        Dunnwald",Cedric Dunnwald,Burlington Bees,1.081,Western,Northwest,BRL,Cedric Dunnwald (BRL),So,OF,56,No,2,0,0,0,0,0,2.67,9,1,3.37,0,0,2,6.74,3,10.13,1.5,0,1.13,4.45,-4.45,1500,0,0,0,0,0,0,1,0,0,0,1,0.111,0.273,0.111,0.384
99,"Alex
                                                                        Willey",Alex Willey,Normal CornBelters,0.884,Eastern,Central,NOR,Alex Willey (NOR),So,RHP,54,No,3,0,0,1,0,0,2.67,9,1,3.37,2,2,4,13.48,4,13.5,1,6.75,1.88,7.07,-0.32,75,131,3,1,0,0,0,0,1,0,0,2,0.111,0.429,0.222,0.651
41,"Cason
                                                                        Henry",Cason Henry,Jackson Rockabillys,0.871,Western,South,JAX,Cason Henry (JAX),Sr,RHP,55,No,4,0,0,1,1,0,2.67,11,4,13.48,6,4,8,26.97,4,13.5,0.5,13.5,4.5,10.44,3.06,37,265,5,0,1,1,2,4,0,0,0,4,0.364,0.6,0.364,0.964
31,"Trey
                                                                        Cole",Trey Cole,Thrillville Thrillbillies,0.966,Western,South,THR,Trey Cole (THR),So,RHP,54,No,2,0,0,0,1,0,2.67,8,0,0,0,0,1,3.37,3,10.13,3,0,0.38,3.33,-3.33,1500,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0.111
99,"Jared
                                                                        Kraus",Jared Kraus,Champion City Kings,0.956,Eastern,Northeast,CCY,Jared Kraus (CCY),Fr,RHP,56,No,1,1,0,0,0,0,2.33,9,2,7.73,3,2,6,23.18,0,0,0,7.71,3.43,13.46,-5.75,71,140,3,1,0,0,1,1,0,1,0,4,0.222,0.563,0.444,1.007
29,"Jake
                                                                        Woolf",Jake Woolf,Champion City Kings,0.956,Eastern,Northeast,CCY,Jake Woolf (CCY),So,RHP,56,No,2,0,0,0,0,0,2.33,8,3,11.59,4,4,2,7.73,0,0,0,15.43,2.14,10.89,4.54,36,280,1,3,0,1,0,3,0,0,0,3,0.375,0.571,0.375,0.946
99,"Logan
                                                                        Geggus",Logan Geggus,Alton River Dragons,1.06,Western,South,ALT,Logan Geggus (ALT),Fr,LHP,53,No,3,0,1,0,0,0,2.33,10,3,11.59,4,4,6,23.18,5,19.29,0.83,15.43,3.86,9.17,6.26,40,252,0,1,0,0,0,3,0,0,0,3,0.3,0.588,0.3,0.888
99,"Aaditya
                                                                        Sur",Aaditya Sur,Alton River Dragons,1.06,Western,South,ALT,Aaditya Sur (ALT),So,C,53,No,3,0,0,0,0,0,2.33,12,5,19.31,4,2,2,7.73,0,0,0,7.71,3,8.31,-0.6,79,126,2,1,0,0,0,3,2,0,0,7,0.417,0.533,0.583,1.117
74,"Connor
                                                                        Legere",Connor Legere,Chillicothe Paints,1.386,Eastern,Northeast,CHI,Connor Legere (CHI),Redshirt Jr,RHP,56,No,2,0,0,0,1,0,2.33,9,2,7.73,3,3,3,11.59,3,11.57,1,11.57,2.14,5.74,5.83,69,124,0,0,0,0,0,1,1,0,0,3,0.222,0.417,0.333,0.75
99,"Casey
                                                                        Ogden",Casey Ogden,Clinton LumberKings,0.987,Western,Northwest,CLN,Casey Ogden (CLN),So,RHP,54,No,1,0,0,1,0,0,2.33,8,1,3.86,1,1,1,3.86,1,3.86,1,3.86,0.86,6.17,-2.31,147,68,1,1,0,0,0,1,0,0,0,1,0.125,0.3,0.125,0.425
25,"Hank
                                                                        Holdenreid",Hank Holdenreid,Alton River Dragons,1.06,Western,South,ALT,Hank Holdenreid (ALT),Jr,LHP,53,No,1,0,1,0,0,0,2,9,3,13.5,2,2,0,0,2,9,0,9,1.5,8.95,0.05,68,147,0,0,0,0,0,2,0,0,1,6,0.333,0.333,0.667,1
87,"Trey
                                                                        Schneider",Trey Schneider,Alton River Dragons,1.06,Western,South,ALT,Trey Schneider (ALT),Fr,RHP,53,No,1,1,0,1,0,0,2,8,2,9,3,3,4,18,1,4.5,0.25,13.5,3,12.45,1.05,45,221,0,2,0,0,0,2,0,0,0,2,0.25,0.571,0.25,0.821
97,"Jackson
                                                                        Corcoran",Jackson Corcoran,Alton River Dragons,1.06,Western,South,ALT,Jackson Corcoran (ALT),So,RHP,53,No,2,0,1,0,0,0,2,8,2,9,0,0,0,0,2,9,0,0,1,5.45,-5.45,1500,0,0,2,0,0,0,1,1,0,0,3,0.25,0.4,0.375,0.775
41,"Tucker
                                                                        Ladeburg",Tucker Ladeburg,Burlington Bees,1.081,Western,Northwest,BRL,Tucker Ladeburg (BRL),,RHP,56,No,1,0,1,0,0,0,2,6,0,0,0,0,1,4.5,3,13.5,3,0,0.5,2.95,-2.95,1500,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0.143
11,"Gray
                                                                        Wells",Gray Wells,Danville Dans,0.869,Eastern,Central,DAN,Gray Wells (DAN),So,IF,56,No,2,0,0,1,0,0,2,7,2,9,4,4,5,22.5,1,4.5,0.2,18,3.5,12.45,5.55,28,354,0,1,0,0,0,2,0,0,0,2,0.286,0.615,0.286,0.901
8,"Kendric
                                                                        Sorgius",Kendric Sorgius,Dubois County Bombers,0.908,Eastern,Central,DUB,Kendric Sorgius (DUB),Fr,OF,54,No,1,0,0,0,0,0,2,10,4,18,2,2,1,4.5,1,4.5,1,9,2.5,4.95,4.05,58,171,1,0,0,0,0,3,1,0,0,5,0.4,0.455,0.5,0.955
1,"Joey
                                                                        Parliment",Joey Parliment,Full Count Rhythm,1.031,Eastern,Central,FCR,Joey Parliment (FCR),Sr,IF,55,No,1,0,0,0,0,0,2,10,5,22.5,4,4,0,0,1,4.5,0,18,2.5,9.95,8.05,33,303,0,0,0,0,0,3,1,0,1,9,0.5,0.5,0.9,1.4
12,"Harrison
                                                                        Travis",Harrison Travis,Full Count Rhythm,1.031,Eastern,Central,FCR,Harrison Travis (FCR),Sr,C,55,No,1,0,0,0,0,0,2,9,3,13.5,1,1,0,0,2,9,0,4.5,1.5,2.45,2.05,132,76,0,0,0,0,0,2,1,0,0,4,0.333,0.333,0.444,0.778
